,portfolio_gross_ret,portfolio_turnover,portfolio_net_ret,capital_clp,benchmark_ret,benchmark_capital_clp
2022-11-11,0.003972425248687538,0.0,0.003972425248687538,15617716.52956192,0.004304356317843716,20491169.604388896
2022-11-14,-0.015924171534738147,0.0,-0.015924171534738147,15369017.33256426,-0.016892506374989357,20145022.391215764
2022-11-15,0.0025306924666833683,0.0,0.0025306924666833683,15407911.588948108,0.0036133946604222644,20217814.30755827
2022-11-16,-0.020000859017648486,0.0,-0.020000859017648486,15099740.121501166,-0.021404954706920085,19785052.908032063
2022-11-17,0.003782746285366524,0.0,0.003782746285366524,15156858.607355773,0.005793900839967437,19899685.54269471
2022-11-18,0.0024158773216616195,0.0,0.0024158773216616195,15193475.718332916,0.0032138614195862283,19963640.374322277
2022-11-21,0.019732505890170168,0.0,0.019732505890170168,15493281.067437077,0.020600061048981533,20374892.58479323
2022-11-22,0.003754396700536012,0.0,0.003754396700536012,15551448.99075714,0.004884256163938682,20474408.77949009
2022-11-23,-0.0012325379633009491,0.0,-0.0012325379633009491,15532281.239491694,-0.001746362736344609,20438653.0349489
2022-11-25,-0.024966373995282655,0.0,-0.024966373995282655,15144496.497066634,-0.02680043631147113,19890888.215993498
2022-11-28,0.0009175567892826862,0.0,0.0009175567892826862,15158392.432647785,0.0007788681639470994,19906380.595577564
2022-11-29,0.0062466217337077,0.0,0.0062466217337077,15253081.17626563,0.00494054225489644,20004728.91005207
2022-11-30,0.01839480793148668,0.0,0.01839480793148668,15533658.67486641,0.020758802432756074,20420003.125216685
2022-12-01,-0.008210065410246695,0.0,-0.008210065410246695,15406126.321085311,-0.008973662895049417,20236760.90085513
2022-12-02,-0.002493188786930233,0.0,-0.002493188786930233,15367715.939691551,-0.0037338658898065646,20161199.54960726
2022-12-05,-0.014376234297213096,0.0,-0.014376234297213096,15146786.054729529,-0.015330153330838037,19852125.269178156
2022-12-06,0.01247216434064437,0.0,0.01247216434064437,15335699.259636696,0.011957093008850249,20089498.977445062
2022-12-07,-0.013309441147183333,0.0,-0.013309441147183333,15131589.672889657,-0.01506280499466498,19786894.771907285
2022-12-08,-0.004493312548003324,0.0,-0.004493312548003324,15063598.711141227,-0.0046763390261853836,19694364.54367839
2022-12-09,-0.00573393720945212,0.0,-0.00573393720945212,14977224.981983157,-0.006478354758679106,19566777.463417694
2022-12-12,-0.021356464199404443,0.0,-0.021356464199404443,14657364.412849007,-0.022235841950591063,19131693.692258753
2022-12-13,0.03371624208369148,0.0,0.03371624208369148,15151555.659701508,0.03672377418173649,19834281.691127416
2022-12-14,-0.017192506896864124,0.0,-0.017192506896864124,14891062.43452387,-0.018635576919749784,19464658.409024425
2022-12-15,-0.008679606943153086,0.0,-0.008679606943153086,14761813.86562625,-0.010057176961960058,19268898.89490076
2022-12-16,0.0037677927705274403,0.0,0.0037677927705274403,14817433.32118903,0.0036821798105272415,19339850.445382655
2022-12-19,-0.014646168724362973,0.0,-0.014646168724362973,14600414.692704896,-0.016779741771974156,19015332.749000534
2022-12-20,0.028912831059737666,0.0,0.028912831059737666,15022554.016117185,0.03088081162119398,19602541.65753674
2022-12-21,0.010032994334405526,0.0,0.010032994334405526,15173275.21544919,0.010892839022712819,19816068.98824831
2022-12-22,-0.028165631772386134,0.0,-0.028165631772386134,14745910.332949774,-0.03131524070169319,19195524.018119957
2022-12-23,0.005767251229081801,0.0,0.005767251229081801,14830953.70244141,0.005949534040224846,19309728.441685718
2022-12-27,0.0015396881781621287,0.0,0.0015396881781621287,14853788.746527929,0.001075114629645657,19330488.61322786
2022-12-28,-0.00539536132497184,0.0,-0.00539536132497184,14773647.18919561,-0.007305174068971731,19189276.029069956
2022-12-29,7.945868475691927e-05,0.0,7.945868475691927e-05,14774821.08377033,0.0014197213734702947,19216519.45438985
2022-12-30,-0.00023700908933247397,0.0,-0.00023700908933247397,14771319.316880213,-0.000794740811912587,19201247.302116536
2023-01-03,0.0,0.0,0.0,14771319.316880213,-0.022877862344225283,18761963.809501287
2023-01-04,0.0,0.7618352184222897,-0.0011427528276334346,14754439.349962974,0.011851672243894985,18984324.455223314
2023-01-05,-0.0030362291954547076,0.0,-0.0030362291954547076,14709641.49044605,-0.0042250903459734365,18904113.969242726
2023-01-06,0.016550153162435882,0.0,0.016550153162435882,14953088.310077453,0.019259925074341665,19268205.787887156
2023-01-09,-0.00020281833506771534,0.0,-0.00020281833506771534,14950055.549602283,-0.0009763342514680362,19249393.578612108
2023-01-10,0.0029528228753618957,0.0,0.0029528228753618957,14994200.41561708,0.0028225969154250905,19303726.857550904
2023-01-11,0.01092001210761353,0.49309980146263604,0.010180362405419576,15146846.809827555,0.013574208143022414,19565759.66385135
2023-01-12,0.000409419844782716,0.0,0.000409419844782716,15153048.229497384,-0.00815190641909469,19406261.422053136
2023-01-13,0.0001202739973844674,0.0,0.0001202739973844674,15154870.747180505,-0.0016752381815785089,19373751.311957218
2023-01-17,0.0019212470303976656,0.0,0.0019212470303976656,15183986.997599589,0.008941421649498937,19546980.191369962
2023-01-18,-0.005922858095845403,0.0,-0.005922858095845403,15094054.397283645,-0.013372868930747028,19285580.987278864
2023-01-19,0.0002505752416974379,0.0,0.0002505752416974379,15097836.59361244,0.006198913815706874,19405130.64170484
2023-01-20,0.007270716382816997,0.0,0.007270716382816997,15207608.68147871,0.018917937723953844,19772235.6947098
2023-01-23,0.003150470555854274,0.0,0.003150470555854274,15255519.804854663,0.0007181090857437122,19786434.31680764
2023-01-24,-0.0012134977448918294,0.0,-0.0012134977448918294,15237007.265974319,-0.0011105378268966627,19764460.733039416
2023-01-25,-0.0044992112793589625,0.0,-0.0044992112793589625,15168452.751019573,-0.014637166935347612,19475165.0219028
2023-01-26,0.005923783437713419,0.0,0.005923783437713419,15258307.380201802,0.016620124821025147,19798844.695476886
2023-01-27,0.0022796343523349134,0.0,0.0022796343523349134,15293090.741864193,-0.0073665594188909046,19652995.329602264
2023-01-30,-0.009246373974773516,0.0,-0.009246373974773516,15151685.10563477,-0.020971332605861582,19240845.82784373
2023-01-31,0.00983707589280879,0.0,0.00983707589280879,15300733.38192284,0.031053540482676743,19838342.212679617
2023-02-01,0.0018894575395054453,0.0,0.0018894575395054453,15329643.467971276,-0.009235713574212732,19655120.966216095
2023-02-02,0.006282624274512839,0.0,0.006282624274512839,15425953.85814278,0.0006636425116297133,19668164.9400605
2023-02-03,-0.0069755698531700034,0.0,-0.0069755698531700034,15318349.039453527,-0.02453076342258791,19185689.83895944
2023-02-06,-0.002817484710036772,0.0,-0.002817484710036772,15275189.82525186,-0.00956694140419112,19002141.468471132
2023-02-07,0.01473312995316169,0.0,0.01473312995316169,15500241.182006508,0.043043243343954526,19820055.267754782
2023-02-08,-0.007726960675769589,0.0,-0.007726960675769589,15380471.4279282,-0.01920666481292,19439378.10965347
2023-02-09,-0.0005556494697844006,0.3,-0.0010056494697844006,15365004.06499167,0.008099895611956464,19596835.043103013
2023-02-10,-0.006150606426682694,0.0,-0.006150606426682694,15270499.972243525,-0.004417613562313382,19510263.798838183
2023-02-13,0.002774413534929038,0.0,0.002774413534929038,15312866.65405165,0.0009858568841839667,19529498.126716517
